"","date","description","gender","race","ethnicity","age","department","year","month","race_ethnicity"
"310",2012-01-25,"Marijuana","M","B","N",25,"Bloomfield Police Department",2012,1,"Black"
"311",2012-02-01,"Marijuana","M","B","N",40,"Bloomfield Police Department",2012,2,"Black"
"312",2012-03-20,"Marijuana","M","W","N",16,"Bloomfield Police Department",2012,3,"White"
"313",2012-04-17,"Marijuana","M","W","N",25,"Bloomfield Police Department",2012,4,"White"
"314",2012-04-29,"Marijuana","M","B","N",28,"Bloomfield Police Department",2012,4,"Black"
"315",2012-05-02,"Marijuana","M","B","N",24,"Bloomfield Police Department",2012,5,"Black"
"316",2012-05-04,"Marijuana","M","B","N",37,"Bloomfield Police Department",2012,5,"Black"
"317",2012-06-02,"Marijuana","M","B","N",31,"Bloomfield Police Department",2012,6,"Black"
"318",2012-07-06,"Marijuana","F","B","N",22,"Bloomfield Police Department",2012,7,"Black"
"319",2012-09-09,"Marijuana","M","B","N",26,"Bloomfield Police Department",2012,9,"Black"
"320",2012-09-15,"Marijuana","M","B","N",22,"Bloomfield Police Department",2012,9,"Black"
"321",2012-09-28,"Marijuana","M","B","N",19,"Bloomfield Police Department",2012,9,"Black"
"322",2012-10-21,"Marijuana","M","B","N",50,"Bloomfield Police Department",2012,10,"Black"
"323",2012-10-26,"Marijuana","M","B","N",25,"Bloomfield Police Department",2012,10,"Black"
"324",2012-11-12,"Marijuana","F","B","N",27,"Bloomfield Police Department",2012,11,"Black"
"325",2013-01-07,"Marijuana","M","B","N",26,"Bloomfield Police Department",2013,1,"Black"
"326",2013-01-09,"Marijuana","M","B","N",16,"Bloomfield Police Department",2013,1,"Black"
"327",2013-01-20,"Marijuana","M","B","N",24,"Bloomfield Police Department",2013,1,"Black"
"328",2013-01-26,"Marijuana","F","B","N",22,"Bloomfield Police Department",2013,1,"Black"
"329",2013-01-31,"Marijuana","M","B","N",17,"Bloomfield Police Department",2013,1,"Black"
"330",2013-03-04,"Marijuana","M","B","N",17,"Bloomfield Police Department",2013,3,"Black"
"331",2013-03-13,"Marijuana","M","B","N",20,"Bloomfield Police Department",2013,3,"Black"
"332",2013-03-16,"Marijuana","M","B","N",54,"Bloomfield Police Department",2013,3,"Black"
"333",2013-03-28,"Marijuana","M","B","N",42,"Bloomfield Police Department",2013,3,"Black"
"334",2013-03-30,"Marijuana","M","B","N",25,"Bloomfield Police Department",2013,3,"Black"
"335",2013-04-09,"Marijuana","M","B","N",20,"Bloomfield Police Department",2013,4,"Black"
"336",2013-04-13,"Marijuana","M","W","N",27,"Bloomfield Police Department",2013,4,"White"
"337",2013-04-16,"Marijuana","M","B","N",24,"Bloomfield Police Department",2013,4,"Black"
"338",2013-04-17,"Marijuana","M","W","N",44,"Bloomfield Police Department",2013,4,"White"
"339",2013-04-18,"Marijuana","F","B","N",19,"Bloomfield Police Department",2013,4,"Black"
"340",2013-04-18,"Marijuana","M","B","N",36,"Bloomfield Police Department",2013,4,"Black"
"341",2013-04-18,"Marijuana","M","B","N",27,"Bloomfield Police Department",2013,4,"Black"
"342",2013-05-01,"Marijuana","M","B","N",23,"Bloomfield Police Department",2013,5,"Black"
"343",2013-05-10,"Marijuana","M","B","N",44,"Bloomfield Police Department",2013,5,"Black"
"344",2013-05-27,"Marijuana","M","W","N",57,"Bloomfield Police Department",2013,5,"White"
"345",2013-07-23,"Marijuana","F","W","N",43,"Bloomfield Police Department",2013,7,"White"
"346",2013-07-23,"Marijuana","M","B","N",45,"Bloomfield Police Department",2013,7,"Black"
"347",2013-08-10,"Marijuana","M","B","N",30,"Bloomfield Police Department",2013,8,"Black"
"348",2013-09-19,"Marijuana","M","B","N",23,"Bloomfield Police Department",2013,9,"Black"
"349",2013-09-19,"Marijuana","M","B","N",22,"Bloomfield Police Department",2013,9,"Black"
"350",2013-10-02,"Marijuana","M","B","N",18,"Bloomfield Police Department",2013,10,"Black"
"351",2013-10-02,"Marijuana","M","B","N",23,"Bloomfield Police Department",2013,10,"Black"
"352",2013-11-09,"Marijuana","F","B","N",25,"Bloomfield Police Department",2013,11,"Black"
"353",2013-11-14,"Marijuana","F","B","N",54,"Bloomfield Police Department",2013,11,"Black"
"354",2013-11-24,"Marijuana","M","W","N",27,"Bloomfield Police Department",2013,11,"White"
"355",2013-12-03,"Marijuana","M","B","N",21,"Bloomfield Police Department",2013,12,"Black"
"356",2013-12-13,"Marijuana","M","B","N",44,"Bloomfield Police Department",2013,12,"Black"
"357",2013-12-29,"Marijuana","M","B","N",21,"Bloomfield Police Department",2013,12,"Black"
"358",2011-01-21,"Marijuana","M","W","H",19,"Branford Police Department",2011,1,"Hispanic"
"359",2011-01-22,"Marijuana","F","W","N",18,"Branford Police Department",2011,1,"White"
"360",2011-02-03,"Marijuana","M","W","N",37,"Branford Police Department",2011,2,"White"
"361",2011-02-04,"Marijuana","M","W","N",21,"Branford Police Department",2011,2,"White"
"362",2011-02-04,"Marijuana","M","W","N",60,"Branford Police Department",2011,2,"White"
"363",2011-02-13,"Marijuana","M","W","H",22,"Branford Police Department",2011,2,"Hispanic"
"364",2011-02-14,"Marijuana","M","B","N",20,"Branford Police Department",2011,2,"Black"
"365",2011-03-11,"Marijuana","F","W","N",28,"Branford Police Department",2011,3,"White"
"366",2011-03-17,"Marijuana","M","B","N",19,"Branford Police Department",2011,3,"Black"
"367",2011-04-03,"Marijuana","F","W","N",19,"Branford Police Department",2011,4,"White"
"368",2011-07-30,"Marijuana","M","W","N",21,"Branford Police Department",2011,7,"White"
"369",2011-08-07,"Marijuana","M","W","N",21,"Branford Police Department",2011,8,"White"
"370",2011-08-07,"Marijuana","M","W","N",20,"Branford Police Department",2011,8,"White"
"371",2011-08-07,"Marijuana","M","W","N",22,"Branford Police Department",2011,8,"White"
"372",2011-09-01,"Marijuana","M","W","H",32,"Branford Police Department",2011,9,"Hispanic"
"373",2011-09-01,"Marijuana","M","W","N",22,"Branford Police Department",2011,9,"White"
"374",2011-10-10,"Marijuana","M","W","N",25,"Branford Police Department",2011,10,"White"
"375",2011-10-28,"Marijuana","M","W","N",18,"Branford Police Department",2011,10,"White"
"376",2011-12-04,"Marijuana","M","W","N",18,"Branford Police Department",2011,12,"White"
"377",2011-12-26,"Marijuana","F","W","N",40,"Branford Police Department",2011,12,"White"
"378",2012-01-21,"Marijuana","M","W","H",16,"Branford Police Department",2012,1,"Hispanic"
"379",2012-02-02,"Marijuana","F","W","N",27,"Branford Police Department",2012,2,"White"
"380",2012-02-15,"Marijuana","F","W","N",20,"Branford Police Department",2012,2,"White"
"381",2012-04-13,"Marijuana","M","W","N",29,"Branford Police Department",2012,4,"White"
"382",2012-04-13,"Marijuana","M","W","N",29,"Branford Police Department",2012,4,"White"
"383",2012-04-13,"Marijuana","M","B","N",33,"Branford Police Department",2012,4,"Black"
"384",2012-04-13,"Marijuana","M","B","N",33,"Branford Police Department",2012,4,"Black"
"385",2012-04-20,"Marijuana","M","W","H",23,"Branford Police Department",2012,4,"Hispanic"
"386",2012-04-20,"Marijuana","F","W","N",20,"Branford Police Department",2012,4,"White"
"387",2012-05-10,"Marijuana","F","W","N",20,"Branford Police Department",2012,5,"White"
"388",2012-05-10,"Marijuana","M","W","H",23,"Branford Police Department",2012,5,"Hispanic"
"389",2012-07-31,"Marijuana","M","W","N",52,"Branford Police Department",2012,7,"White"
"390",2012-08-07,"Marijuana","M","W","N",20,"Branford Police Department",2012,8,"White"
"391",2012-12-09,"Marijuana","M","W","N",20,"Branford Police Department",2012,12,"White"
"392",2012-12-30,"Marijuana","M","W","N",18,"Branford Police Department",2012,12,"White"
"393",2013-01-05,"Marijuana","M","W","N",18,"Branford Police Department",2013,1,"White"
"394",2013-02-14,"Marijuana","M","W","N",29,"Branford Police Department",2013,2,"White"
"395",2013-03-26,"Marijuana","F","W","N",25,"Branford Police Department",2013,3,"White"
"396",2013-04-15,"Marijuana","M","B","N",20,"Branford Police Department",2013,4,"Black"
"397",2013-05-09,"Marijuana","M","W","N",17,"Branford Police Department",2013,5,"White"
"398",2013-07-10,"Marijuana","M","W","N",35,"Branford Police Department",2013,7,"White"
"399",2013-08-30,"Marijuana","M","W","N",38,"Branford Police Department",2013,8,"White"
"400",2013-09-27,"Marijuana","M","W","N",25,"Branford Police Department",2013,9,"White"
"401",2013-09-27,"Marijuana","M","W","N",25,"Branford Police Department",2013,9,"White"
"402",2013-10-11,"Marijuana","M","W","N",71,"Branford Police Department",2013,10,"White"
"403",2013-10-16,"Marijuana","F","W","N",17,"Branford Police Department",2013,10,"White"
"404",2013-10-16,"Marijuana","F","W","N",17,"Branford Police Department",2013,10,"White"
"405",2013-10-16,"Marijuana","M","B","N",16,"Branford Police Department",2013,10,"Black"
"406",2013-10-16,"Marijuana","M","B","N",16,"Branford Police Department",2013,10,"Black"
"407",2013-11-27,"Marijuana","M","U","N",22,"Branford Police Department",2013,11,"Unknown"
"408",2013-12-07,"Marijuana","M","W","N",36,"Branford Police Department",2013,12,"White"
"409",2011-01-10,"Marijuana","F","W","N",20,"Bristol Police Department",2011,1,"White"
"410",2011-01-10,"Marijuana","F","W","N",40,"Bristol Police Department",2011,1,"White"
"411",2011-01-26,"Marijuana","M","W","H",21,"Bristol Police Department",2011,1,"Hispanic"
"412",2011-02-05,"Marijuana","M","W","N",46,"Bristol Police Department",2011,2,"White"
"413",2011-02-18,"Marijuana","F","W","N",16,"Bristol Police Department",2011,2,"White"
"414",2011-02-18,"Marijuana","F","W","N",16,"Bristol Police Department",2011,2,"White"
"415",2011-02-20,"Marijuana","M","A","N",19,"Bristol Police Department",2011,2,"Asian"
"416",2011-02-24,"Marijuana","F","W","N",25,"Bristol Police Department",2011,2,"White"
"417",2011-02-25,"Marijuana","M","W","N",19,"Bristol Police Department",2011,2,"White"
"418",2011-03-05,"Marijuana","M","B","U",33,"Bristol Police Department",2011,3,"Black"
"419",2011-03-20,"Marijuana","M","W","H",24,"Bristol Police Department",2011,3,"Hispanic"
"420",2011-03-24,"Marijuana","M","A","N",24,"Bristol Police Department",2011,3,"Asian"
"421",2011-03-29,"Marijuana","M","W","U",21,"Bristol Police Department",2011,3,"White"
"422",2011-03-29,"Marijuana","M","B","N",29,"Bristol Police Department",2011,3,"Black"
"423",2011-04-05,"Marijuana","M","B","N",20,"Bristol Police Department",2011,4,"Black"
"424",2011-04-12,"Marijuana","M","W","N",16,"Bristol Police Department",2011,4,"White"
"425",2011-04-13,"Marijuana","M","B","N",19,"Bristol Police Department",2011,4,"Black"
"426",2011-04-15,"Marijuana","M","W","N",22,"Bristol Police Department",2011,4,"White"
"427",2011-04-19,"Marijuana","M","W","N",17,"Bristol Police Department",2011,4,"White"
"428",2011-04-19,"Marijuana","M","W","N",17,"Bristol Police Department",2011,4,"White"
"429",2011-04-22,"Marijuana","F","W","N",19,"Bristol Police Department",2011,4,"White"
"430",2011-04-22,"Marijuana","M","W","N",18,"Bristol Police Department",2011,4,"White"
"431",2011-05-03,"Marijuana","M","W","N",23,"Bristol Police Department",2011,5,"White"
"432",2011-05-13,"Marijuana","M","W","H",13,"Bristol Police Department",2011,5,"Hispanic"
"433",2011-05-13,"Marijuana","F","W","H",13,"Bristol Police Department",2011,5,"Hispanic"
"434",2011-05-17,"Marijuana","M","W","U",18,"Bristol Police Department",2011,5,"White"
"435",2011-05-19,"Marijuana","M","W","N",42,"Bristol Police Department",2011,5,"White"
"436",2011-05-24,"Marijuana","M","W","N",15,"Bristol Police Department",2011,5,"White"
"437",2011-05-28,"Marijuana","M","U","U",19,"Bristol Police Department",2011,5,"Unknown"
"438",2011-05-31,"Marijuana","M","W","N",21,"Bristol Police Department",2011,5,"White"
"439",2011-06-17,"Marijuana","M","B","U",23,"Bristol Police Department",2011,6,"Black"
"440",2011-06-17,"Marijuana","M","B","H",21,"Bristol Police Department",2011,6,"Hispanic"
"441",2011-06-19,"Marijuana","M","W","N",37,"Bristol Police Department",2011,6,"White"
"442",2011-06-21,"Marijuana","M","W","N",22,"Bristol Police Department",2011,6,"White"
"443",2011-06-25,"Marijuana","F","W","N",45,"Bristol Police Department",2011,6,"White"
"444",2011-06-26,"Marijuana","M","W","N",20,"Bristol Police Department",2011,6,"White"
"445",2011-07-07,"Marijuana","M","W","N",30,"Bristol Police Department",2011,7,"White"
"446",2011-07-09,"Marijuana","M","W","N",16,"Bristol Police Department",2011,7,"White"
"447",2011-07-21,"Marijuana","M","B","N",36,"Bristol Police Department",2011,7,"Black"
"448",2011-08-01,"Marijuana","F","U","H",56,"Bristol Police Department",2011,8,"Hispanic"
"449",2011-08-13,"Marijuana","M","W","H",22,"Bristol Police Department",2011,8,"Hispanic"
"450",2011-08-13,"Marijuana","M","W","H",22,"Bristol Police Department",2011,8,"Hispanic"
"451",2011-08-23,"Marijuana","M","B","N",22,"Bristol Police Department",2011,8,"Black"
"452",2011-08-23,"Marijuana","M","W","U",23,"Bristol Police Department",2011,8,"White"
"453",2011-08-23,"Marijuana","M","W","N",18,"Bristol Police Department",2011,8,"White"
"454",2011-09-15,"Marijuana","M","W","H",16,"Bristol Police Department",2011,9,"Hispanic"
"455",2011-09-22,"Marijuana","M","W","H",20,"Bristol Police Department",2011,9,"Hispanic"
"456",2011-10-13,"Marijuana","M","W","N",31,"Bristol Police Department",2011,10,"White"
"457",2011-10-21,"Marijuana","M","W","H",25,"Bristol Police Department",2011,10,"Hispanic"
"458",2011-11-16,"Marijuana","M","W","N",17,"Bristol Police Department",2011,11,"White"
"459",2011-11-30,"Marijuana","F","B","N",38,"Bristol Police Department",2011,11,"Black"
"460",2011-11-30,"Marijuana","M","W","N",30,"Bristol Police Department",2011,11,"White"
"461",2011-11-30,"Marijuana","F","W","H",21,"Bristol Police Department",2011,11,"Hispanic"
"462",2011-12-07,"Marijuana","M","W","N",14,"Bristol Police Department",2011,12,"White"
"463",2011-12-16,"Marijuana","M","W","N",16,"Bristol Police Department",2011,12,"White"
"464",2011-12-23,"Marijuana","M","W","N",21,"Bristol Police Department",2011,12,"White"
"465",2012-02-15,"Marijuana","M","B","N",13,"Bristol Police Department",2012,2,"Black"
"466",2012-02-15,"Marijuana","M","W","N",13,"Bristol Police Department",2012,2,"White"
"467",2012-02-16,"Marijuana","M","B","N",15,"Bristol Police Department",2012,2,"Black"
"468",2012-02-20,"Marijuana","M","W","N",52,"Bristol Police Department",2012,2,"White"
"469",2012-03-03,"Marijuana","M","W","N",27,"Bristol Police Department",2012,3,"White"
"470",2012-03-04,"Marijuana","M","W","N",21,"Bristol Police Department",2012,3,"White"
"471",2012-03-22,"Marijuana","F","W","N",22,"Bristol Police Department",2012,3,"White"
"472",2012-03-28,"Marijuana","M","W","H",19,"Bristol Police Department",2012,3,"Hispanic"
"473",2012-03-28,"Marijuana","M","W","N",46,"Bristol Police Department",2012,3,"White"
"474",2012-04-12,"Marijuana","M","W","N",19,"Bristol Police Department",2012,4,"White"
"475",2012-04-30,"Marijuana","M","W","N",15,"Bristol Police Department",2012,4,"White"
"476",2012-05-11,"Marijuana","F","W","N",19,"Bristol Police Department",2012,5,"White"
"477",2012-05-15,"Marijuana","M","W","H",35,"Bristol Police Department",2012,5,"Hispanic"
"478",2012-05-16,"Marijuana","M","W","H",15,"Bristol Police Department",2012,5,"Hispanic"
"479",2012-05-20,"Marijuana","M","W","H",21,"Bristol Police Department",2012,5,"Hispanic"
"480",2012-05-20,"Marijuana","M","W","N",19,"Bristol Police Department",2012,5,"White"
"481",2012-06-09,"Marijuana","M","W","N",20,"Bristol Police Department",2012,6,"White"
"482",2012-06-13,"Marijuana","M","W","H",16,"Bristol Police Department",2012,6,"Hispanic"
"483",2012-07-17,"Marijuana","M","B","N",29,"Bristol Police Department",2012,7,"Black"
"484",2012-07-23,"Marijuana","M","W","N",19,"Bristol Police Department",2012,7,"White"
"485",2012-07-23,"Marijuana","M","B","N",24,"Bristol Police Department",2012,7,"Black"
"486",2012-08-02,"Marijuana","M","W","N",24,"Bristol Police Department",2012,8,"White"
"487",2012-08-07,"Marijuana","M","B","H",17,"Bristol Police Department",2012,8,"Hispanic"
"488",2012-08-10,"Marijuana","M","W","N",17,"Bristol Police Department",2012,8,"White"
"489",2012-08-23,"Marijuana","M","W","H",24,"Bristol Police Department",2012,8,"Hispanic"
"490",2012-08-31,"Marijuana","M","W","N",25,"Bristol Police Department",2012,8,"White"
"491",2012-09-02,"Marijuana","M","W","N",19,"Bristol Police Department",2012,9,"White"
"492",2012-10-03,"Marijuana","M","W","N",20,"Bristol Police Department",2012,10,"White"
"493",2012-10-03,"Marijuana","M","W","N",16,"Bristol Police Department",2012,10,"White"
"494",2012-10-16,"Marijuana","M","W","H",17,"Bristol Police Department",2012,10,"Hispanic"
"495",2012-10-22,"Marijuana","M","B","N",33,"Bristol Police Department",2012,10,"Black"
"496",2012-11-01,"Marijuana","M","W","N",24,"Bristol Police Department",2012,11,"White"
"497",2012-11-16,"Marijuana","M","W","N",17,"Bristol Police Department",2012,11,"White"
"498",2012-12-14,"Marijuana","M","W","N",24,"Bristol Police Department",2012,12,"White"
"499",2012-12-19,"Marijuana","M","B","N",33,"Bristol Police Department",2012,12,"Black"
"500",2012-12-21,"Marijuana","M","B","N",30,"Bristol Police Department",2012,12,"Black"
"501",2013-01-04,"Marijuana","M","B","N",33,"Bristol Police Department",2013,1,"Black"
"502",2013-01-04,"Marijuana","M","B","N",41,"Bristol Police Department",2013,1,"Black"
"503",2013-01-10,"Marijuana","M","B","N",30,"Bristol Police Department",2013,1,"Black"
"504",2013-01-10,"Marijuana","M","W","H",20,"Bristol Police Department",2013,1,"Hispanic"
"505",2013-01-17,"Marijuana","M","B","N",30,"Bristol Police Department",2013,1,"Black"
"506",2013-01-22,"Marijuana","M","W","N",19,"Bristol Police Department",2013,1,"White"
"507",2013-01-22,"Marijuana","M","B","N",33,"Bristol Police Department",2013,1,"Black"
"508",2013-01-24,"Marijuana","F","B","N",41,"Bristol Police Department",2013,1,"Black"
"509",2013-01-25,"Marijuana","M","B","N",33,"Bristol Police Department",2013,1,"Black"
"510",2013-01-28,"Marijuana","M","B","N",33,"Bristol Police Department",2013,1,"Black"
"511",2013-02-05,"Marijuana","M","W","N",45,"Bristol Police Department",2013,2,"White"
"512",2013-02-18,"Marijuana","M","W","N",25,"Bristol Police Department",2013,2,"White"
"513",2013-02-26,"Marijuana","M","B","N",16,"Bristol Police Department",2013,2,"Black"
